0,-6.02909e-006,7.44975e-006,3.83681e-008,-8.85957e-005,-9.19226e-007,-7.4393e-007,-8.15605e-005,0.188331
0.006,-4.60571e-006,5.69098e-006,3.83679e-008,-8.85952e-005,0.00129882,0.00105114,-8.15601e-005,0.18833
0.012,-3.18234e-006,3.93221e-006,3.83673e-008,-8.85939e-005,0.00259826,0.00210277,-8.15588e-005,0.188327
0.018,-1.75896e-006,2.17344e-006,3.83664e-008,-8.85916e-005,0.00389739,0.00315416,-8.15568e-005,0.188322
0.024,-3.35591e-007,4.14668e-007,3.8365e-008,-8.85885e-005,0.00519621,0.0042053,-8.15539e-005,0.188316
0.03,1.08778e-006,-1.3441e-006,3.83633e-008,-8.85844e-005,0.00649473,0.00525619,-8.15501e-005,0.188307
0.036,2.51116e-006,-3.10287e-006,3.83611e-008,-8.85795e-005,0.00779295,0.00630684,-8.15456e-005,0.188297
0.042,3.93453e-006,-4.86165e-006,3.83586e-008,-8.85736e-005,0.00909086,0.00735724,-8.15402e-005,0.188284
0.048,5.3579e-006,-6.62042e-006,3.83556e-008,-8.85669e-005,0.0103885,0.00840739,-8.15339e-005,0.18827
0.054,6.78128e-006,-8.37919e-006,3.83523e-008,-8.85592e-005,0.0116858,0.0094573,-8.15269e-005,0.188253
0.06,8.20465e-006,-1.0138e-005,3.83486e-008,-8.85506e-005,0.0129828,0.010507,-8.1519e-005,0.188235
0.066,9.62803e-006,-1.18967e-005,3.83445e-008,-8.85412e-005,0.0142795,0.0115564,-8.15103e-005,0.188215
0.072,1.10514e-005,-1.36555e-005,3.834e-008,-8.85308e-005,0.0155759,0.0126055,-8.15008e-005,0.188193
0.078,1.24748e-005,-1.54143e-005,3.83352e-008,-8.85196e-005,0.0168719,0.0136545,-8.14904e-005,0.188169
0.084,1.38981e-005,-1.7173e-005,3.83299e-008,-8.85074e-005,0.0181677,0.0147031,-8.14792e-005,0.188143
0.09,1.53215e-005,-1.89318e-005,3.83242e-008,-8.84943e-005,0.0194632,0.0157516,-8.14672e-005,0.188116
0.096,1.67449e-005,-2.06906e-005,3.83182e-008,-8.84804e-005,0.0207584,0.0167997,-8.14543e-005,0.188086
0.102,4.42985e-006,-5.47367e-006,3.83118e-008,-8.84655e-005,0.022053,0.0178475,-8.14407e-005,0.188054
0.108,4.56078e-006,-5.63546e-006,3.83049e-008,-8.84498e-005,0.0233466,0.0188944,-8.14262e-005,0.188021
0.114,4.69171e-006,-5.79724e-006,3.82977e-008,-8.84331e-005,0.0246392,0.0199405,-8.14108e-005,0.187985
0.12,4.82264e-006,-5.95902e-006,3.82901e-008,-8.84156e-005,0.0259308,0.0209858,-8.13947e-005,0.187948
0.126,4.95357e-006,-6.12081e-006,3.82821e-008,-8.83971e-005,0.0272214,0.0220303,-8.13777e-005,0.187909
0.132,5.0845e-006,-6.28259e-006,3.82737e-008,-8.83777e-005,0.028511,0.023074,-8.13598e-005,0.187868
0.138,5.21543e-006,-6.44437e-006,3.8265e-008,-8.83575e-005,0.0297997,0.0241169,-8.13412e-005,0.187825
0.144,5.34636e-006,-6.60615e-006,3.82558e-008,-8.83363e-005,0.0310874,0.0251591,-8.13217e-005,0.18778
0.15,5.47729e-006,-6.76794e-006,3.82463e-008,-8.83143e-005,0.0323742,0.0262004,-8.13014e-005,0.187733
0.156,5.60822e-006,-6.92972e-006,3.82363e-008,-8.82913e-005,0.0336599,0.027241,-8.12803e-005,0.187684
0.162,5.73915e-006,-7.0915e-006,3.8226e-008,-8.82675e-005,0.0349447,0.0282807,-8.12584e-005,0.187633
0.168,5.87008e-006,-7.25328e-006,3.82153e-008,-8.82428e-005,0.0362285,0.0293197,-8.12356e-005,0.187581
0.174,6.00101e-006,-7.41507e-006,3.82042e-008,-8.82171e-005,0.0375113,0.0303579,-8.1212e-005,0.187526
0.18,6.13194e-006,-7.57685e-006,3.81927e-008,-8.81906e-005,0.0387932,0.0313953,-8.11875e-005,0.18747
0.186,6.26288e-006,-7.73863e-006,3.81808e-008,-8.81631e-005,0.0400741,0.032432,-8.11623e-005,0.187412
0.192,6.39381e-006,-7.90042e-006,3.81685e-008,-8.81348e-005,0.041354,0.0334678,-8.11362e-005,0.187351
0.198,6.52474e-006,-8.0622e-006,3.81559e-008,-8.81056e-005,0.0426329,0.0345028,-8.11093e-005,0.187289
0.204,1.93699e-006,-2.39342e-006,3.81428e-008,-8.80755e-005,0.0439106,0.0355369,-8.10816e-005,0.187225
0.21,2.07958e-006,-2.5696e-006,3.81294e-008,-8.80445e-005,0.0451866,0.0365696,-8.1053e-005,0.187159
0.216,2.22217e-006,-2.74579e-006,3.81156e-008,-8.80125e-005,0.046461,0.0376009,-8.10237e-005,0.187091
0.222,2.36475e-006,-2.92197e-006,3.81014e-008,-8.79797e-005,0.0477338,0.038631,-8.09935e-005,0.187022
0.228,2.50734e-006,-3.09816e-006,3.80868e-008,-8.7946e-005,0.0490049,0.0396597,-8.09624e-005,0.18695
0.234,2.64993e-006,-3.27434e-006,3.80718e-008,-8.79115e-005,0.0502744,0.0406871,-8.09306e-005,0.186876
0.24,2.79251e-006,-3.45053e-006,3.80564e-008,-8.7876e-005,0.0515423,0.0417132,-8.08979e-005,0.186801
0.246,2.9351e-006,-3.62671e-006,3.80407e-008,-8.78396e-005,0.0528085,0.042738,-8.08644e-005,0.186724
0.252,3.07769e-006,-3.8029e-006,3.80245e-008,-8.78023e-005,0.0540731,0.0437614,-8.08301e-005,0.186644
0.258,3.22027e-006,-3.97908e-006,3.8008e-008,-8.77642e-005,0.0553361,0.0447835,-8.0795e-005,0.186563
0.264,3.36286e-006,-4.15527e-006,3.79911e-008,-8.77251e-005,0.0565974,0.0458043,-8.0759e-005,0.18648
0.27,3.50545e-006,-4.33146e-006,3.79738e-008,-8.76852e-005,0.0578571,0.0468238,-8.07223e-005,0.186395
0.276,3.64803e-006,-4.50764e-006,3.79561e-008,-8.76443e-005,0.0591152,0.0478419,-8.06847e-005,0.186309
0.282,3.79062e-006,-4.68383e-006,3.7938e-008,-8.76026e-005,0.0603716,0.0488587,-8.06463e-005,0.18622
0.288,3.93321e-006,-4.86001e-006,3.79196e-008,-8.756e-005,0.0616264,0.0498742,-8.0607e-005,0.186129
0.294,4.07579e-006,-5.0362e-006,3.79008e-008,-8.75165e-005,0.0628795,0.0508884,-8.0567e-005,0.186037
0.3,1.25463e-006,-1.55027e-006,3.78815e-008,-8.74721e-005,0.064131,0.0519013,-8.05261e-005,0.185942
0.306,1.37057e-006,-1.69352e-006,3.78619e-008,-8.74268e-005,0.0653805,0.0529124,-8.04844e-005,0.185846
0.312,1.4865e-006,-1.83677e-006,3.78419e-008,-8.73806e-005,0.0666276,0.0539218,-8.04419e-005,0.185748
0.318,1.60244e-006,-1.98003e-006,3.78215e-008,-8.73336e-005,0.0678725,0.0549292,-8.03986e-005,0.185648
0.324,1.71837e-006,-2.12328e-006,3.78008e-008,-8.72856e-005,0.0691151,0.0559349,-8.03545e-005,0.185546
0.33,1.83431e-006,-2.26653e-006,3.77796e-008,-8.72368e-005,0.0703554,0.0569387,-8.03095e-005,0.185442
0.336,1.95024e-006,-2.40979e-006,3.77581e-008,-8.71871e-005,0.0715935,0.0579406,-8.02637e-005,0.185337
0.342,2.06618e-006,-2.55304e-006,3.77362e-008,-8.71365e-005,0.0728292,0.0589407,-8.02171e-005,0.185229
0.348,2.18211e-006,-2.69629e-006,3.77139e-008,-8.7085e-005,0.0740627,0.0599389,-8.01697e-005,0.18512
0.354,2.29804e-006,-2.83955e-006,3.76912e-008,-8.70326e-005,0.0752939,0.0609353,-8.01215e-005,0.185008
0.36,2.41398e-006,-2.9828e-006,3.76681e-008,-8.69794e-005,0.0765228,0.0619299,-8.00725e-005,0.184895
0.366,2.52991e-006,-3.12605e-006,3.76447e-008,-8.69252e-005,0.0777494,0.0629226,-8.00227e-005,0.18478
0.372,2.64585e-006,-3.26931e-006,3.76209e-008,-8.68702e-005,0.0789737,0.0639135,-7.9972e-005,0.184663
0.378,2.76178e-006,-3.41256e-006,3.75967e-008,-8.68143e-005,0.0801958,0.0649025,-7.99206e-005,0.184544
0.384,2.87772e-006,-3.55581e-006,3.75721e-008,-8.67575e-005,0.0814156,0.0658896,-7.98683e-005,0.184424
0.39,2.99365e-006,-3.69907e-006,3.75471e-008,-8.66999e-005,0.0826331,0.066875,-7.98152e-005,0.184301
0.396,3.10959e-006,-3.84232e-006,3.75218e-008,-8.66413e-005,0.0838483,0.0678584,-7.97613e-005,0.184177
0.402,1.01321e-006,-1.25196e-006,3.7496e-008,-8.65819e-005,0.0850612,0.06884,-7.97066e-005,0.18405
0.408,1.11081e-006,-1.37256e-006,3.74699e-008,-8.65216e-005,0.0862712,0.0698193,-7.96511e-005,0.183922
0.414,1.20841e-006,-1.49315e-006,3.74434e-008,-8.64604e-005,0.0874783,0.0707962,-7.95948e-005,0.183792
0.42,1.30601e-006,-1.61375e-006,3.74165e-008,-8.63984e-005,0.0886825,0.0717708,-7.95377e-005,0.18366
0.426,1.40361e-006,-1.73435e-006,3.73893e-008,-8.63355e-005,0.0898838,0.072743,-7.94797e-005,0.183526
0.432,1.50121e-006,-1.85495e-006,3.73617e-008,-8.62717e-005,0.0910822,0.0737128,-7.9421e-005,0.183391
0.438,1.59881e-006,-1.97555e-006,3.73336e-008,-8.6207e-005,0.0922776,0.0746803,-7.93615e-005,0.183253
0.444,1.69641e-006,-2.09614e-006,3.73053e-008,-8.61414e-005,0.0934702,0.0756454,-7.93011e-005,0.183114
0.45,1.79401e-006,-2.21674e-006,3.72765e-008,-8.6075e-005,0.0946598,0.0766082,-7.924e-005,0.182973
0.456,1.89161e-006,-2.33734e-006,3.72473e-008,-8.60077e-005,0.0958465,0.0775686,-7.9178e-005,0.18283
0.462,1.98921e-006,-2.45794e-006,3.72178e-008,-8.59395e-005,0.0970303,0.0785266,-7.91153e-005,0.182685
0.468,2.08681e-006,-2.57854e-006,3.71879e-008,-8.58705e-005,0.0982111,0.0794823,-7.90517e-005,0.182538
0.474,2.18441e-006,-2.69913e-006,3.71577e-008,-8.58006e-005,0.0993891,0.0804356,-7.89873e-005,0.182389
0.48,2.28201e-006,-2.81973e-006,3.7127e-008,-8.57298e-005,0.100564,0.0813866,-7.89222e-005,0.182239
0.486,2.37961e-006,-2.94033e-006,3.7096e-008,-8.56582e-005,0.101736,0.0823352,-7.88562e-005,0.182087
0.492,2.47721e-006,-3.06093e-006,3.70646e-008,-8.55856e-005,0.102905,0.0832814,-7.87895e-005,0.181932
0.498,2.57481e-006,-3.18152e-006,3.70328e-008,-8.55122e-005,0.104072,0.0842253,-7.87219e-005,0.181776
0.504,8.77694e-007,-1.08451e-006,3.70006e-008,-8.5438e-005,0.105235,0.0851667,-7.86535e-005,0.181619
0.51,9.62821e-007,-1.1897e-006,3.69681e-008,-8.53629e-005,0.106395,0.0861052,-7.85844e-005,0.181459
0.516,1.04795e-006,-1.29488e-006,3.69352e-008,-8.52869e-005,0.107551,0.0870408,-7.85144e-005,0.181297
0.522,1.13308e-006,-1.40007e-006,3.69019e-008,-8.52101e-005,0.108703,0.0879736,-7.84437e-005,0.181134
0.528,1.2182e-006,-1.50526e-006,3.68683e-008,-8.51324e-005,0.109852,0.0889035,-7.83722e-005,0.180969
0.534,1.30333e-006,-1.61044e-006,3.68342e-008,-8.50538e-005,0.110998,0.0898306,-7.82998e-005,0.180802
0.54,1.38846e-006,-1.71563e-006,3.67998e-008,-8.49744e-005,0.11214,0.0907548,-7.82267e-005,0.180633
0.546,1.47359e-006,-1.82082e-006,3.67651e-008,-8.48941e-005,0.113278,0.0916762,-7.81528e-005,0.180462
0.552,1.55871e-006,-1.926e-006,3.67299e-008,-8.48129e-005,0.114413,0.0925947,-7.80781e-005,0.18029
0.558,1.64384e-006,-2.03119e-006,3.66944e-008,-8.47309e-005,0.115545,0.0935103,-7.80026e-005,0.180115
0.564,1.72897e-006,-2.13638e-006,3.66585e-008,-8.4648e-005,0.116673,0.0944231,-7.79263e-005,0.179939
0.57,1.8141e-006,-2.24156e-006,3.66223e-008,-8.45643e-005,0.117797,0.095333,-7.78492e-005,0.179761
0.576,1.89922e-006,-2.34675e-006,3.65856e-008,-8.44797e-005,0.118918,0.09624,-7.77714e-005,0.179582
0.582,1.98435e-006,-2.45194e-006,3.65486e-008,-8.43943e-005,0.120035,0.0971442,-7.76927e-005,0.1794
0.588,2.06948e-006,-2.55712e-006,3.65113e-008,-8.4308e-005,0.121149,0.0980456,-7.76133e-005,0.179217
0.594,2.15461e-006,-2.66231e-006,3.64735e-008,-8.42209e-005,0.122259,0.098944,-7.75331e-005,0.179031
0.6,7.16614e-007,-8.85475e-007,3.64354e-008,-8.41329e-005,0.123365,0.0998396,-7.74521e-005,0.178844
0.606,7.92931e-007,-9.79774e-007,3.6397e-008,-8.40441e-005,0.124468,0.100732,-7.73703e-005,0.178655
0.612,8.69247e-007,-1.07407e-006,3.63581e-008,-8.39544e-005,0.125567,0.101621,-7.72877e-005,0.178465
0.618,9.45563e-007,-1.16837e-006,3.63189e-008,-8.38638e-005,0.126661,0.102507,-7.72044e-005,0.178272
0.624,1.02188e-006,-1.26267e-006,3.62793e-008,-8.37725e-005,0.127752,0.103389,-7.71203e-005,0.178078
0.63,1.0982e-006,-1.35697e-006,3.62394e-008,-8.36802e-005,0.128838,0.104268,-7.70354e-005,0.177882
0.636,1.17451e-006,-1.45127e-006,3.61991e-008,-8.35872e-005,0.12992,0.105144,-7.69497e-005,0.177684
0.642,1.25083e-006,-1.54557e-006,3.61584e-008,-8.34932e-005,0.130998,0.106017,-7.68632e-005,0.177485
0.648,1.32714e-006,-1.63987e-006,3.61174e-008,-8.33985e-005,0.132072,0.106886,-7.6776e-005,0.177283
0.654,1.40346e-006,-1.73417e-006,3.6076e-008,-8.33029e-005,0.133141,0.107751,-7.66879e-005,0.17708
0.66,1.47978e-006,-1.82846e-006,3.60342e-008,-8.32064e-005,0.134207,0.108614,-7.65992e-005,0.176875
0.666,1.55609e-006,-1.92276e-006,3.59921e-008,-8.31091e-005,0.135268,0.109473,-7.65096e-005,0.176668
0.672,1.63241e-006,-2.01706e-006,3.59496e-008,-8.3011e-005,0.136325,0.110328,-7.64193e-005,0.176459
0.678,1.70873e-006,-2.11136e-006,3.59067e-008,-8.2912e-005,0.137379,0.11118,-7.63282e-005,0.176249
0.684,1.78504e-006,-2.20566e-006,3.58635e-008,-8.28122e-005,0.138428,0.112029,-7.62363e-005,0.176037
0.69,1.86136e-006,-2.29996e-006,3.58199e-008,-8.27116e-005,0.139472,0.112875,-7.61436e-005,0.175823
0.696,1.93767e-006,-2.39426e-006,3.5776e-008,-8.26101e-005,0.140513,0.113717,-7.60502e-005,0.175607
0.702,6.66651e-007,-8.23737e-007,3.57317e-008,-8.25078e-005,0.14155,0.114556,-7.5956e-005,0.17539
0.708,7.36521e-007,-9.10071e-007,3.5687e-008,-8.24047e-005,0.142582,0.115391,-7.58611e-005,0.175171
0.714,8.06392e-007,-9.96406e-007,3.5642e-008,-8.23007e-005,0.143609,0.116223,-7.57654e-005,0.17495
0.72,8.76263e-007,-1.08274e-006,3.55966e-008,-8.21959e-005,0.144631,0.11705,-7.56689e-005,0.174727
0.726,9.46133e-007,-1.16908e-006,3.55508e-008,-8.20903e-005,0.145649,0.117874,-7.55717e-005,0.174502
0.732,1.016e-006,-1.25541e-006,3.55047e-008,-8.19838e-005,0.146662,0.118694,-7.54737e-005,0.174276
0.738,1.08587e-006,-1.34174e-006,3.54583e-008,-8.18765e-005,0.147671,0.11951,-7.53749e-005,0.174048
0.744,1.15575e-006,-1.42808e-006,3.54115e-008,-8.17684e-005,0.148674,0.120322,-7.52754e-005,0.173818
0.75,1.22562e-006,-1.51441e-006,3.53643e-008,-8.16595e-005,0.149673,0.12113,-7.51751e-005,0.173586
0.756,1.29549e-006,-1.60075e-006,3.53167e-008,-8.15498e-005,0.150667,0.121935,-7.50741e-005,0.173353
0.762,1.36536e-006,-1.68708e-006,3.52689e-008,-8.14392e-005,0.151657,0.122736,-7.49723e-005,0.173118
0.768,1.43523e-006,-1.77342e-006,3.52206e-008,-8.13278e-005,0.152642,0.123533,-7.48697e-005,0.172881
0.774,1.5051e-006,-1.85975e-006,3.5172e-008,-8.12156e-005,0.153622,0.124326,-7.47664e-005,0.172643
0.78,1.57497e-006,-1.94609e-006,3.51231e-008,-8.11025e-005,0.154597,0.125115,-7.46623e-005,0.172403
0.786,1.64484e-006,-2.03242e-006,3.50738e-008,-8.09887e-005,0.155568,0.125901,-7.45575e-005,0.172161
0.792,1.71471e-006,-2.11876e-006,3.50241e-008,-8.0874e-005,0.156534,0.126683,-7.4452e-005,0.171917
0.798,1.78458e-006,-2.20509e-006,3.49741e-008,-8.07585e-005,0.157495,0.127461,-7.43457e-005,0.171671
0.804,6.32527e-007,-7.81572e-007,3.49237e-008,-8.06423e-005,0.158451,0.128235,-7.42386e-005,0.171424
0.81,6.97542e-007,-8.61908e-007,3.4873e-008,-8.05252e-005,0.159402,0.129004,-7.41308e-005,0.171175
0.816,7.62558e-007,-9.42243e-007,3.4822e-008,-8.04072e-005,0.160348,0.12977,-7.40223e-005,0.170925
0.822,8.27573e-007,-1.02258e-006,3.47705e-008,-8.02885e-005,0.161289,0.130531,-7.3913e-005,0.170672
0.828,8.92588e-007,-1.10291e-006,3.47188e-008,-8.0169e-005,0.162224,0.131288,-7.38029e-005,0.170418
0.834,9.57604e-007,-1.18325e-006,3.46667e-008,-8.00487e-005,0.163154,0.132041,-7.36922e-005,0.170162
0.84,1.02262e-006,-1.26358e-006,3.46142e-008,-7.99275e-005,0.164079,0.132789,-7.35807e-005,0.169905
0.846,1.08763e-006,-1.34392e-006,3.45614e-008,-7.98056e-005,0.164999,0.133533,-7.34684e-005,0.169646
0.852,1.15265e-006,-1.42425e-006,3.45082e-008,-7.96829e-005,0.165913,0.134273,-7.33554e-005,0.169385
0.858,1.21766e-006,-1.50459e-006,3.44547e-008,-7.95593e-005,0.166822,0.135009,-7.32417e-005,0.169122
0.864,1.28268e-006,-1.58492e-006,3.44009e-008,-7.9435e-005,0.167726,0.13574,-7.31272e-005,0.168858
0.87,1.3477e-006,-1.66526e-006,3.43467e-008,-7.93098e-005,0.168624,0.136467,-7.3012e-005,0.168592
0.876,1.41271e-006,-1.7456e-006,3.42922e-008,-7.91839e-005,0.169517,0.13719,-7.28961e-005,0.168324
0.882,1.47773e-006,-1.82593e-006,3.42373e-008,-7.90572e-005,0.170405,0.137909,-7.27794e-005,0.168055
0.888,1.54274e-006,-1.90627e-006,3.41821e-008,-7.89296e-005,0.171288,0.138623,-7.2662e-005,0.167784
0.894,1.60776e-006,-1.9866e-006,3.41265e-008,-7.88013e-005,0.172165,0.139333,-7.25439e-005,0.167511
0.9,5.47491e-007,-6.765e-007,3.40706e-008,-7.86722e-005,0.173037,0.140039,-7.2425e-005,0.167236
0.906,6.08752e-007,-7.52196e-007,3.40143e-008,-7.85423e-005,0.173904,0.14074,-7.23054e-005,0.16696
0.912,6.70013e-007,-8.27892e-007,3.39577e-008,-7.84116e-005,0.174765,0.141437,-7.21851e-005,0.166682
0.918,7.31274e-007,-9.03588e-007,3.39008e-008,-7.82802e-005,0.17562,0.142129,-7.20641e-005,0.166403
0.924,7.92535e-007,-9.79285e-007,3.38435e-008,-7.81479e-005,0.176469,0.142816,-7.19424e-005,0.166122
0.93,8.53796e-007,-1.05498e-006,3.37859e-008,-7.80149e-005,0.177312,0.143499,-7.18199e-005,0.165839
0.936,9.15057e-007,-1.13068e-006,3.3728e-008,-7.78811e-005,0.17815,0.144177,-7.16967e-005,0.165555
0.942,9.76318e-007,-1.20637e-006,3.36697e-008,-7.77465e-005,0.178982,0.14485,-7.15728e-005,0.165268
0.948,1.03758e-006,-1.28207e-006,3.3611e-008,-7.76111e-005,0.179808,0.145518,-7.14482e-005,0.164981
0.954,1.09884e-006,-1.35777e-006,3.35521e-008,-7.74749e-005,0.180628,0.146182,-7.13228e-005,0.164691
0.96,1.1601e-006,-1.43346e-006,3.34928e-008,-7.7338e-005,0.181442,0.146841,-7.11968e-005,0.1644
0.966,1.22136e-006,-1.50916e-006,3.34331e-008,-7.72003e-005,0.182251,0.147496,-7.107e-005,0.164107
0.972,1.28262e-006,-1.58485e-006,3.33732e-008,-7.70618e-005,0.183054,0.148146,-7.09425e-005,0.163813
0.978,1.34388e-006,-1.66055e-006,3.33129e-008,-7.69226e-005,0.183851,0.148791,-7.08143e-005,0.163517
0.984,1.40514e-006,-1.73625e-006,3.32522e-008,-7.67826e-005,0.184642,0.149431,-7.06854e-005,0.163219
0.99,1.46641e-006,-1.81194e-006,3.31913e-008,-7.66418e-005,0.185428,0.150067,-7.05558e-005,0.16292
